quantile,Y2020,Y2030,Y2040,Y2050,Y2060,Y2070,Y2080,Y2090,Y2100,Y2110,Y2120,Y2130,Y2140,Y2150
0.439999997615814,0.043,0.076,0.108,0.157,0.204,0.253,0.304,0.355,0.412,0.431,0.48,0.528,0.575,0.62
0.449999988079071,0.044,0.077,0.109,0.159,0.206,0.256,0.307,0.358,0.417,0.436,0.485,0.534,0.581,0.626
0.46000000834465,0.045,0.078,0.111,0.161,0.209,0.258,0.31,0.361,0.421,0.44,0.49,0.539,0.587,0.633
0.469999998807907,0.046,0.079,0.112,0.163,0.211,0.261,0.313,0.365,0.425,0.445,0.495,0.544,0.592,0.639
0.479999989271164,0.047,0.08,0.114,0.164,0.213,0.263,0.316,0.368,0.429,0.45,0.501,0.55,0.598,0.646
0.490000009536743,0.048,0.081,0.115,0.166,0.215,0.266,0.319,0.372,0.433,0.454,0.505,0.556,0.605,0.653
0.5,0.05,0.086,0.124,0.179,0.232,0.29,0.352,0.41,0.478,0.53,0.592,0.654,0.714,0.774
0.509999990463257,0.053,0.092,0.132,0.192,0.25,0.316,0.385,0.45,0.523,0.605,0.679,0.752,0.825,0.896
0.519999980926514,0.054,0.093,0.134,0.194,0.253,0.319,0.388,0.455,0.528,0.61,0.685,0.76,0.834,0.906
0.529999971389771,0.055,0.094,0.136,0.196,0.256,0.322,0.392,0.46,0.533,0.615,0.692,0.767,0.842,0.915
0.540000021457672,0.056,0.096,0.137,0.198,0.258,0.325,0.396,0.464,0.538,0.622,0.698,0.775,0.851,0.925
0.550000011920929,0.056,0.097,0.139,0.201,0.261,0.328,0.399,0.468,0.543,0.628,0.706,0.783,0.859,0.933
0.560000002384186,0.057,0.098,0.141,0.203,0.264,0.332,0.403,0.473,0.548,0.634,0.713,0.79,0.867,0.942
0.569999992847443,0.058,0.099,0.142,0.205,0.266,0.335,0.407,0.478,0.553,0.641,0.72,0.799,0.876,0.952
0.579999983310699,0.059,0.1,0.144,0.208,0.268,0.338,0.41,0.482,0.559,0.647,0.728,0.807,0.884,0.96
0.589999973773956,0.06,0.102,0.146,0.21,0.271,0.341,0.414,0.487,0.564,0.653,0.734,0.814,0.892,0.969
0.600000023841858,0.061,0.103,0.148,0.212,0.273,0.344,0.418,0.492,0.569,0.659,0.74,0.821,0.901,0.979
0.610000014305115,0.062,0.104,0.149,0.214,0.276,0.348,0.423,0.497,0.575,0.666,0.747,0.829,0.909,0.988
0.620000004768372,0.063,0.106,0.151,0.216,0.279,0.351,0.427,0.502,0.581,0.671,0.754,0.836,0.918,0.997
0.629999995231628,0.064,0.107,0.153,0.219,0.281,0.355,0.431,0.506,0.586,0.678,0.761,0.844,0.926,1.007
0.639999985694885,0.065,0.108,0.155,0.221,0.284,0.358,0.435,0.512,0.593,0.685,0.768,0.852,0.934,1.016
0.649999976158142,0.066,0.109,0.156,0.223,0.288,0.361,0.439,0.517,0.598,0.691,0.776,0.86,0.943,1.024
0.660000026226044,0.067,0.111,0.158,0.225,0.29,0.365,0.444,0.522,0.605,0.698,0.784,0.868,0.952,1.036
0.670000016689301,0.068,0.112,0.16,0.228,0.293,0.369,0.448,0.527,0.612,0.705,0.792,0.877,0.963,1.047
0.680000007152557,0.069,0.114,0.162,0.23,0.296,0.373,0.453,0.532,0.618,0.713,0.8,0.887,0.972,1.057
0.689999997615814,0.07,0.115,0.164,0.232,0.298,0.376,0.457,0.538,0.625,0.719,0.808,0.896,0.983,1.069
0.699999988079071,0.071,0.117,0.165,0.234,0.301,0.38,0.462,0.544,0.632,0.727,0.816,0.905,0.993,1.079
0.709999978542328,0.072,0.118,0.167,0.237,0.305,0.383,0.466,0.55,0.639,0.734,0.825,0.914,1.003,1.09
0.720000028610229,0.073,0.119,0.169,0.24,0.308,0.387,0.47,0.554,0.645,0.743,0.834,0.925,1.013,1.101
0.730000019073486,0.074,0.121,0.172,0.242,0.311,0.391,0.476,0.56,0.652,0.751,0.842,0.933,1.024,1.113
0.740000009536743,0.075,0.123,0.174,0.245,0.315,0.396,0.48,0.565,0.658,0.758,0.851,0.943,1.035,1.126
0.75,0.076,0.124,0.175,0.248,0.318,0.4,0.486,0.573,0.665,0.767,0.861,0.955,1.049,1.14
0.759999990463257,0.077,0.125,0.178,0.251,0.322,0.404,0.491,0.579,0.672,0.776,0.872,0.967,1.061,1.154
0.769999980926514,0.078,0.127,0.18,0.254,0.325,0.409,0.496,0.586,0.68,0.786,0.882,0.978,1.073,1.167
0.779999971389771,0.079,0.129,0.182,0.257,0.329,0.414,0.503,0.592,0.688,0.794,0.893,0.989,1.085,1.18
0.790000021457672,0.08,0.131,0.184,0.26,0.334,0.419,0.509,0.599,0.697,0.803,0.903,1.002,1.1,1.195
0.800000011920929,0.082,0.132,0.187,0.263,0.338,0.424,0.514,0.606,0.706,0.814,0.914,1.013,1.112,1.21
0.810000002384186,0.083,0.134,0.189,0.267,0.341,0.429,0.521,0.613,0.715,0.825,0.927,1.028,1.127,1.226
0.819999992847443,0.084,0.136,0.192,0.27,0.346,0.435,0.528,0.622,0.723,0.836,0.94,1.041,1.143,1.241
0.829999983310699,0.086,0.138,0.195,0.274,0.351,0.44,0.535,0.631,0.734,0.847,0.953,1.056,1.159,1.26
0.833000004291534,0.086,0.139,0.195,0.275,0.352,0.442,0.537,0.633,0.737,0.851,0.956,1.061,1.164,1.264
0.839999973773956,0.087,0.14,0.198,0.278,0.355,0.447,0.542,0.639,0.744,0.859,0.966,1.071,1.175,1.279
0.850000023841858,0.089,0.143,0.201,0.282,0.36,0.453,0.549,0.649,0.754,0.872,0.98,1.088,1.195,1.299
0.860000014305115,0.091,0.145,0.204,0.286,0.365,0.459,0.558,0.658,0.766,0.885,0.995,1.103,1.212,1.32
0.870000004768372,0.092,0.147,0.207,0.291,0.371,0.466,0.566,0.668,0.778,0.897,1.011,1.122,1.233,1.341
0.879999995231628,0.094,0.15,0.211,0.296,0.377,0.473,0.576,0.68,0.792,0.913,1.027,1.14,1.253,1.363
0.889999985694885,0.096,0.153,0.215,0.301,0.384,0.483,0.586,0.693,0.806,0.93,1.046,1.159,1.274,1.388
0.899999976158142,0.099,0.156,0.219,0.307,0.392,0.492,0.598,0.704,0.824,0.949,1.067,1.185,1.302,1.417
0.910000026226044,0.101,0.16,0.224,0.313,0.399,0.502,0.609,0.719,0.841,0.97,1.09,1.212,1.33,1.447
0.920000016689301,0.103,0.163,0.228,0.319,0.409,0.513,0.622,0.736,0.859,0.991,1.114,1.239,1.36,1.482
0.930000007152557,0.106,0.167,0.235,0.328,0.418,0.525,0.637,0.753,0.88,1.014,1.142,1.268,1.392,1.516
0.939999997615814,0.109,0.172,0.243,0.338,0.43,0.54,0.657,0.774,0.907,1.044,1.174,1.303,1.433,1.563
0.949999988079071,0.113,0.178,0.252,0.35,0.445,0.556,0.678,0.799,0.939,1.077,1.214,1.348,1.481,1.612
0.959999978542328,0.117,0.185,0.26,0.361,0.461,0.578,0.705,0.834,0.978,1.123,1.264,1.405,1.545,1.684
0.970000028610229,0.122,0.193,0.272,0.379,0.482,0.607,0.743,0.88,1.029,1.194,1.345,1.495,1.639,1.787
0.980000019073486,0.13,0.204,0.29,0.404,0.517,0.655,0.802,0.953,1.116,1.287,1.453,1.62,1.781,1.943
0.990000009536743,0.141,0.223,0.319,0.449,0.583,0.735,0.907,1.095,1.278,1.474,1.666,1.852,2.04,2.23
0.995000004768372,0.153,0.244,0.352,0.508,0.674,0.854,1.043,1.26,1.466,1.693,1.906,2.129,2.344,2.559
0.999000012874603,0.183,0.297,0.448,0.642,0.837,1.075,1.299,1.561,1.842,2.11,2.384,2.651,2.894,3.165
1,0.221,0.361,0.548,0.776,0.989,1.248,1.565,1.927,2.3,2.67,3.046,3.419,3.793,4.165
